ID,WC,WPS,Qmarks,Unique,Dic,Sixltr,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Class
70,17,17,0,88.24,64.71,41.18,41.18,0,0,0,0,0,0,0,0,0,5.88,5.88,0,5.88,0,5.88,17.65,11.76,0,0,0,0,5.88,0,0,0,5.88,5.88,0,0,0,0,17.65,0,0,0,0,0,0,17.65,0,0,0,0,0,0,0,0,0,0,23.53,11.76,11.76,0,5.88,0,0,0,5.88,0,0,0,0,0,0
71,22,22,4.55,90.91,54.55,9.09,45.45,9.09,4.55,0,0,4.55,0,0,4.55,9.09,4.55,4.55,0,4.55,0,4.55,9.09,4.55,0,0,4.55,0,4.55,0,0,0,4.55,9.09,0,0,0,0,9.09,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,4.55,0,4.55,4.55,0,0,0,0,0,0,4.55,0,0,0,0
72,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
73,18,18,0,94.44,27.78,44.44,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,0,5.56,0,5.56,0,0,5.56,5.56,5.56,0,0,0,0,5.56,0,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0
74,20,20,0,90,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,5,0,0,0,0
75,48,24,0,83.33,70.83,14.58,47.92,8.33,2.08,0,2.08,0,0,0,6.25,6.25,12.5,10.42,0,8.33,2.08,4.17,16.67,0,0,2.08,0,0,4.17,0,0,2.08,8.33,0,8.33,2.08,2.08,2.08,6.25,0,2.08,2.08,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,16.67,2.08,8.33,4.17,0,0,0,0,2.08,0,4.17,0,0,0,1
76,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
77,28,28,0,92.86,57.14,14.29,32.14,3.57,3.57,0,3.57,0,0,0,0,7.14,10.71,7.14,0,10.71,0,3.57,7.14,3.57,0,0,3.57,0,3.57,0,0,0,3.57,0,3.57,0,0,0,17.86,3.57,3.57,0,0,7.14,0,3.57,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,1
78,28,28,0,75,25,17.86,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,14.29,0,0,0,0,0,3.57,0,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,14.29,7.14,0,0,0,1
79,14,7,0,100,64.29,28.57,35.71,21.43,14.29,0,0,0,7.14,7.14,7.14,0,21.43,21.43,7.14,14.29,0,7.14,0,7.14,0,0,0,0,28.57,0,0,7.14,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,1
80,28,28,0,89.29,64.29,17.86,32.14,7.14,3.57,3.57,0,0,0,0,3.57,10.71,10.71,7.14,3.57,7.14,0,7.14,7.14,0,0,0,3.57,0,3.57,0,0,3.57,7.14,0,7.14,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,3.57,0,3.57,0,3.57,7.14,0,0,7.14,0,0,0,0,0
81,20,20,5,95,50,40,25,5,5,0,0,5,0,0,0,0,10,5,0,10,0,0,10,0,0,5,5,0,5,0,0,0,5,5,0,0,0,0,15,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0
82,50,25,0,56,38,6,30,12,10,0,10,0,0,0,2,0,6,4,4,2,0,2,8,0,0,4,16,0,12,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,0,2,0,0,0,0,0,0,0
83,26,26,0,92.31,61.54,23.08,38.46,11.54,7.69,0,0,0,3.85,3.85,3.85,3.85,11.54,11.54,0,11.54,0,0,7.69,0,0,0,7.69,0,7.69,0,0,0,7.69,3.85,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,15.38,3.85,0,0,0,0,3.85,0,3.85,0,0,0,0
84,5,5,0,100,80,20,20,20,20,0,0,20,0,0,0,0,20,20,0,0,20,0,0,0,0,0,0,20,20,0,0,0,20,0,20,0,20,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1
85,27,27,0,92.59,51.85,29.63,25.93,7.41,3.7,0,3.7,0,0,0,3.7,0,7.41,7.41,3.7,3.7,0,3.7,3.7,7.41,0,0,7.41,0,3.7,0,0,0,3.7,3.7,0,0,0,0,14.81,0,0,0,0,0,0,7.41,7.41,3.7,0,0,3.7,3.7,0,3.7,0,0,3.7,3.7,0,0,7.41,0,0,0,0,0,3.7,0,0,0,0
86,24,24,0,91.67,50,37.5,20.83,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,4.17,0,0,4.17,0,4.17,0,0,0,8.33,4.17,4.17,0,4.17,0,12.5,0,4.17,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,12.5,4.17,8.33,0,4.17,8.33,0,0,0,0,4.17,0,0,0,1
87,36,36,0,80.56,55.56,16.67,38.89,8.33,5.56,2.78,0,2.78,0,0,2.78,2.78,16.67,13.89,0,13.89,0,2.78,8.33,5.56,0,0,8.33,5.56,5.56,0,0,0,8.33,0,8.33,0,8.33,0,5.56,0,5.56,0,0,0,0,0,0,2.78,2.78,0,0,2.78,0,0,2.78,0,0,0,0,0,0,2.78,0,0,0,2.78,0,0,0,0,0
88,47,47,2.13,78.72,65.96,27.66,40.43,8.51,4.26,2.13,0,0,0,2.13,4.26,0,6.38,6.38,0,6.38,0,4.26,17.02,4.26,0,2.13,8.51,0,6.38,0,0,2.13,2.13,2.13,0,0,0,0,12.77,2.13,2.13,2.13,0,6.38,0,0,0,2.13,2.13,0,2.13,0,0,0,0,0,10.64,2.13,2.13,4.26,0,0,2.13,0,0,0,2.13,0,0,0,1
89,55,55,0,56.36,25.45,3.64,12.73,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,3.64,3.64,0,0,0,0,1.82,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,5.45,3.64,0,0,0,0,1.82,0,0,0,0,0,1
90,26,26,0,96.15,61.54,30.77,34.62,7.69,0,0,0,0,0,0,7.69,3.85,7.69,7.69,0,0,3.85,3.85,11.54,0,3.85,0,3.85,0,11.54,0,0,0,3.85,0,3.85,0,3.85,0,11.54,0,0,3.85,3.85,0,0,0,3.85,0,0,0,0,3.85,0,3.85,0,0,7.69,3.85,0,7.69,0,0,0,0,0,3.85,0,0,0,3.85,1
91,17,17,0,88.24,35.29,35.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,11.76,0,0,11.76,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,11.76,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0
92,28,28,0,92.86,57.14,14.29,32.14,3.57,3.57,0,3.57,0,0,0,0,7.14,10.71,7.14,0,10.71,0,3.57,7.14,3.57,0,0,3.57,0,3.57,0,0,0,3.57,0,3.57,0,0,0,17.86,3.57,3.57,0,0,7.14,0,3.57,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0
93,14,14,0,85.71,64.29,28.57,35.71,7.14,7.14,0,0,0,0,7.14,0,0,14.29,0,0,14.29,0,0,28.57,0,0,0,0,0,7.14,0,0,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,7.14,0,0,0,0
94,7,7,0,100,85.71,14.29,42.86,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,28.57,0,28.57,0,0,0,28.57,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,1
95,61,61,0,77.05,75.41,13.11,52.46,11.48,6.56,0,1.64,1.64,3.28,0,4.92,3.28,11.48,9.84,0,11.48,0,4.92,13.11,6.56,0,4.92,3.28,0,9.84,0,0,0,9.84,3.28,6.56,3.28,1.64,0,18.03,1.64,0,1.64,4.92,0,1.64,6.56,3.28,4.92,1.64,3.28,0,0,0,0,0,0,8.2,0,6.56,1.64,0,3.28,0,0,0,0,0,0,0,0,1
96,34,34,0,94.12,79.41,14.71,44.12,11.76,2.94,0,0,0,0,2.94,8.82,11.76,8.82,2.94,0,8.82,0,8.82,11.76,0,0,0,0,2.94,11.76,2.94,0,2.94,11.76,5.88,5.88,0,2.94,0,5.88,0,0,2.94,2.94,2.94,0,0,0,0,0,0,0,5.88,0,2.94,2.94,0,11.76,0,2.94,8.82,0,0,0,0,0,2.94,2.94,0,0,0,1
97,27,27,0,85.19,59.26,22.22,29.63,3.7,3.7,0,0,0,3.7,0,0,7.41,0,0,0,0,0,0,11.11,7.41,0,0,3.7,0,11.11,0,0,3.7,11.11,0,11.11,3.7,7.41,0,11.11,0,0,0,0,3.7,0,7.41,0,3.7,0,3.7,0,0,0,0,0,0,3.7,0,0,3.7,0,0,0,0,0,0,7.41,0,0,0,1
98,25,25,0,96,52,32,16,4,4,0,4,0,0,0,0,4,12,8,0,12,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,12,0,12,0,0,8,0,4,0,8,4,0,0,4,0,0,0,0,0,0
99,61,61,0,73.77,85.25,11.48,57.38,27.87,24.59,9.84,3.28,11.48,0,0,3.28,0,19.67,6.56,1.64,14.75,3.28,3.28,13.11,6.56,1.64,1.64,0,0,22.95,0,1.64,0,6.56,4.92,1.64,0,0,1.64,18.03,1.64,0,4.92,0,0,1.64,6.56,1.64,3.28,3.28,0,0,4.92,0,0,4.92,0,11.48,1.64,6.56,3.28,0,0,0,0,0,0,3.28,0,0,0,1
100,12,12,0,75,75,16.67,25,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,8.33,16.67,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,16.67,0,0,8.33,1
101,9,9,0,100,88.89,11.11,33.33,0,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,0,11.11,11.11,0,0,0,22.22,0,22.22,0,0,0,0,0,0,0,22.22,0,0,0,1
102,31,31,0,77.42,45.16,9.68,32.26,6.45,6.45,6.45,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,9.68,0,3.23,0,9.68,0,3.23,3.23,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,0,3.23,3.23,0,0,0,0,0,0,3.23,3.23,0,0,0,6.45,0,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0
103,27,27,0,100,66.67,29.63,29.63,0,0,0,0,0,0,0,0,7.41,7.41,3.7,0,7.41,0,3.7,7.41,3.7,3.7,3.7,0,0,11.11,0,0,7.41,7.41,3.7,3.7,0,3.7,0,14.81,3.7,3.7,0,7.41,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.7,0,0,3.7,0,0,0,0,3.7,0,7.41,0,0,0,1
104,26,26,0,92.31,73.08,15.38,42.31,3.85,0,0,0,0,0,0,3.85,3.85,11.54,7.69,3.85,3.85,0,11.54,3.85,7.69,3.85,3.85,3.85,0,3.85,0,0,0,7.69,0,7.69,3.85,3.85,0,15.38,0,3.85,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,11.54,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0,0
105,13,13,0,92.31,30.77,23.08,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,7.69,0,0,0,0,0,15.38,0,0,0,0
106,50,7.14,0,76,78,24,48,14,14,0,2,8,2,2,0,10,18,18,2,12,2,0,2,0,2,2,0,0,26,4,0,4,10,2,8,2,4,2,10,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,8,0,2,6,0,0,4,4,0,0,2,0,0,0,1
107,15,15,0,86.67,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,6.67,1
108,15,15,0,80,40,20,20,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,6.67,6.67,6.67,0,0,13.33,0,6.67,0,0,0,6.67,6.67,0,0,0,0,13.33,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,1
109,35,35,0,68.57,48.57,8.57,25.71,8.57,5.71,0,0,0,0,5.71,2.86,2.86,8.57,5.71,0,8.57,0,5.71,2.86,2.86,0,0,5.71,2.86,8.57,0,0,2.86,8.57,2.86,5.71,0,5.71,0,5.71,0,0,2.86,2.86,0,0,0,0,0,0,0,0,5.71,0,5.71,0,0,0,0,0,0,0,0,0,0,0,2.86,5.71,0,0,0,1
110,44,44,0,68.18,45.45,11.36,22.73,6.82,4.55,0,4.55,0,0,0,2.27,2.27,6.82,4.55,0,4.55,0,0,2.27,2.27,0,2.27,13.64,0,11.36,0,2.27,2.27,4.55,4.55,0,0,0,0,9.09,0,0,0,0,2.27,0,6.82,0,0,0,0,0,2.27,0,0,2.27,0,6.82,0,0,6.82,0,0,2.27,0,0,0,2.27,0,0,0,1
111,47,23.5,2.13,61.7,42.55,6.38,23.4,6.38,6.38,0,0,6.38,0,0,0,4.26,10.64,4.26,2.13,6.38,0,0,6.38,2.13,0,0,10.64,0,6.38,0,0,0,2.13,2.13,0,0,0,0,10.64,2.13,0,2.13,0,0,4.26,2.13,0,0,0,0,0,2.13,0,2.13,0,0,6.38,0,2.13,4.26,0,0,0,0,2.13,0,2.13,0,0,0,1
112,20,6.67,0,80,90,15,35,5,5,0,0,5,0,0,0,5,20,15,0,20,0,0,10,0,0,0,0,0,15,0,0,5,15,10,5,0,0,5,25,0,0,0,0,25,0,0,0,0,0,0,0,10,0,5,5,0,15,0,10,5,0,0,0,0,5,0,5,0,0,0,1
113,46,23,0,82.61,82.61,21.74,58.7,15.22,6.52,0,6.52,0,0,0,8.7,10.87,13.04,8.7,0,8.7,2.17,0,13.04,6.52,6.52,0,4.35,0,8.7,0,0,0,6.52,2.17,4.35,0,2.17,2.17,23.91,0,2.17,6.52,2.17,2.17,0,6.52,8.7,0,0,0,0,0,0,0,0,0,10.87,2.17,6.52,2.17,4.35,0,0,0,2.17,0,2.17,0,0,0,1
114,20,20,0,95,90,10,45,5,5,5,0,0,0,0,0,0,0,0,0,0,0,20,10,5,5,5,0,0,10,0,0,5,15,10,5,0,0,0,35,0,5,0,10,10,5,0,0,5,0,5,0,0,0,0,0,0,15,0,0,15,0,0,5,0,0,0,5,0,0,0,1
115,25,25,0,96,52,32,16,4,4,0,4,0,0,0,0,4,12,8,0,12,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,12,0,12,0,0,8,0,4,0,8,4,0,0,4,0,0,0,0,0,0
116,18,18,0,83.33,44.44,33.33,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,5.56,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,11.11,5.56,0,0,0,0,0,0,5.56,0,5.56,0,0,11.11,0,0,11.11,5.56,5.56,5.56,0,0,0,11.11,0,0,0,1
117,50,50,0,78,66,28,50,2,2,0,0,0,2,0,0,2,12,8,8,2,2,0,18,16,2,8,0,0,2,0,0,0,8,6,2,0,0,0,14,0,2,4,2,2,0,6,2,0,0,0,0,0,0,0,0,0,6,0,4,2,2,4,2,0,2,0,0,0,0,0,0
118,13,13,0,100,61.54,30.77,30.77,23.08,23.08,23.08,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,15.38,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,1
119,25,25,0,96,52,32,16,4,4,0,4,0,0,0,0,4,12,8,0,12,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,12,0,12,0,0,8,0,4,0,8,4,0,0,4,0,0,0,0,0,0
120,26,26,0,92.31,57.69,15.38,42.31,11.54,3.85,3.85,0,0,0,0,7.69,3.85,11.54,7.69,0,11.54,0,7.69,11.54,0,0,3.85,3.85,0,3.85,0,0,0,7.69,7.69,3.85,0,0,0,15.38,3.85,0,0,7.69,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,3.85,0,0,0,0,0,0,0,0
121,26,26,0,96.15,69.23,26.92,30.77,3.85,0,0,0,0,0,0,3.85,3.85,7.69,3.85,0,7.69,0,0,15.38,3.85,0,0,3.85,0,3.85,0,0,3.85,0,0,0,0,0,0,11.54,0,0,0,3.85,0,3.85,3.85,0,0,0,0,0,3.85,0,3.85,0,0,11.54,7.69,0,3.85,11.54,0,0,0,0,0,3.85,0,0,0,0
122,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
123,51,17,0,90.2,86.27,21.57,54.9,15.69,9.8,0,7.84,0,0,1.96,5.88,1.96,17.65,11.76,3.92,9.8,1.96,1.96,11.76,3.92,0,9.8,0,0,15.69,0,0,1.96,5.88,1.96,3.92,0,3.92,0,15.69,0,3.92,1.96,1.96,3.92,1.96,1.96,0,0,0,0,0,0,0,0,0,0,13.73,0,5.88,7.84,1.96,5.88,0,0,0,0,1.96,0,0,0,1
124,43,43,0,81.4,58.14,30.23,34.88,6.98,4.65,0,0,4.65,0,0,2.33,6.98,9.3,2.33,4.65,2.33,2.33,2.33,11.63,2.33,0,2.33,2.33,0,9.3,0,0,2.33,11.63,6.98,6.98,0,6.98,0,13.95,0,4.65,2.33,0,2.33,0,2.33,2.33,2.33,2.33,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,4.65,0,0,0,0
125,51,12.75,0,76.47,56.86,31.37,41.18,13.73,3.92,0,3.92,0,0,0,9.8,0,11.76,7.84,5.88,3.92,0,0,9.8,1.96,1.96,1.96,7.84,0,5.88,0,0,0,5.88,0,5.88,0,5.88,0,15.69,0,0,1.96,1.96,3.92,0,5.88,1.96,0,0,0,0,0,0,0,0,0,17.65,0,7.84,9.8,0,5.88,0,0,0,0,0,0,0,0,0
126,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
127,35,17.5,0,82.86,48.57,34.29,31.43,0,0,0,0,0,0,0,0,8.57,8.57,5.71,0,8.57,0,2.86,8.57,2.86,2.86,2.86,5.71,0,0,0,0,0,0,0,0,0,0,0,11.43,0,0,2.86,5.71,0,0,2.86,0,0,0,0,0,2.86,0,2.86,0,0,14.29,0,11.43,2.86,0,0,0,0,0,0,0,0,0,0,0
128,50,25,0,56,38,6,30,12,10,0,10,0,0,0,2,0,6,4,4,2,0,2,8,0,0,4,16,0,12,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,0,2,0,0,0,0,0,0,0
129,27,27,0,88.89,55.56,25.93,33.33,3.7,3.7,3.7,0,0,0,0,0,3.7,11.11,11.11,3.7,7.41,0,0,7.41,7.41,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,3.7,7.41,0,0,0,0,0,0,0,0,0,0,7.41,3.7,0,3.7,3.7,0,0,0,7.41,0,3.7,0,0,0,0
130,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
131,37,37,0,91.89,35.14,37.84,27.03,2.7,2.7,0,0,2.7,0,0,0,0,8.11,8.11,2.7,5.41,0,8.11,5.41,2.7,0,2.7,0,0,2.7,0,0,0,0,0,0,0,0,0,10.81,2.7,2.7,0,2.7,2.7,0,0,2.7,0,0,0,0,0,0,0,0,0,8.11,2.7,5.41,0,0,0,0,0,0,0,2.7,0,0,0,0
132,25,25,0,96,52,32,16,4,4,0,4,0,0,0,0,4,12,8,0,12,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,12,0,12,0,0,8,0,4,0,8,4,0,0,4,0,0,0,0,0,0
133,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
134,41,41,0,78.05,48.78,29.27,7.32,2.44,2.44,0,0,0,0,2.44,0,0,12.2,0,12.2,0,0,0,4.88,0,0,2.44,0,0,4.88,0,0,2.44,7.32,2.44,4.88,0,2.44,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,2.44,0,0,0,14.63,4.88,9.76,0,4.88,2.44,0,0,9.76,0,2.44,0,0,0,1
135,25,25,0,96,52,32,16,4,4,0,4,0,0,0,0,4,12,8,0,12,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,12,0,12,0,0,8,0,4,0,8,4,0,0,4,0,0,0,0,0,0
136,55,18.33,0,85.45,78.18,18.18,58.18,7.27,0,0,0,0,0,0,7.27,1.82,21.82,18.18,3.64,7.27,7.27,7.27,14.55,7.27,5.45,0,1.82,0,5.45,0,0,0,0,0,0,0,0,0,25.45,0,0,5.45,0,1.82,5.45,3.64,9.09,0,0,0,0,0,0,0,0,0,12.73,0,0,12.73,3.64,0,0,0,0,0,1.82,1.82,0,0,1
137,20,20,0,90,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,5,0,0,0,0
138,12,12,0,100,50,25,33.33,0,0,0,0,0,0,0,0,8.33,8.33,8.33,8.33,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0
139,31,10.33,0,93.55,58.06,25.81,38.71,3.23,0,0,0,0,0,0,3.23,6.45,12.9,12.9,3.23,9.68,0,0,3.23,3.23,3.23,3.23,6.45,0,0,0,0,0,9.68,0,9.68,0,9.68,0,6.45,0,0,0,0,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,6.45,0,3.23,3.23,0,0,0,0,0,0,6.45,0,0,0,0
140,20,6.67,0,80,90,15,35,5,5,0,0,5,0,0,0,5,20,15,0,20,0,0,10,0,0,0,0,0,15,0,0,5,15,10,5,0,0,5,25,0,0,0,0,25,0,0,0,0,0,0,0,10,0,5,5,0,15,0,10,5,0,0,0,0,5,0,5,0,0,0,1
141,51,51,0,64.71,31.37,13.73,15.69,0,0,0,0,0,0,0,0,1.96,1.96,0,0,1.96,0,0,9.8,0,0,3.92,7.84,0,3.92,0,0,3.92,3.92,1.96,1.96,0,0,0,1.96,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,3.92,1.96,0,0,0,3.92,0,0,0,0
142,29,29,0,89.66,48.28,13.79,34.48,10.34,3.45,0,0,0,0,3.45,6.9,6.9,10.34,6.9,3.45,0,3.45,0,10.34,0,0,0,3.45,0,10.34,0,0,0,3.45,0,3.45,0,3.45,0,3.45,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,3.45,0,3.45,3.45,6.9,0,0,0,0,0,0,0,0
143,15,15,0,93.33,33.33,13.33,13.33,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,6.67,6.67,6.67,0,0,0,0,0,6.67,0,0,0,0
144,51,51,0,72.55,47.06,13.73,27.45,9.8,9.8,0,3.92,3.92,0,1.96,0,0,5.88,5.88,0,1.96,3.92,0,7.84,1.96,1.96,0,11.76,0,11.76,0,0,0,3.92,3.92,0,0,0,0,13.73,0,0,0,1.96,1.96,0,5.88,3.92,1.96,0,0,1.96,5.88,5.88,0,0,0,9.8,1.96,5.88,1.96,0,0,0,0,0,3.92,1.96,0,0,0,0
